ratings;displayName;brand.displayName
{'average': 4.6, 'total': 0};Nasi Pecel Jamur dan Nasi Pecel Peyek, Depok;Nasi Pecel Dan Soto Ayam Ceker Pak Pandu Klaten
{'average': 4.6, 'total': 0};Mixue Imogiri, Banguntapan, Tamanan;Mixue Imogiri, Banguntapan, Tamanan, Aliyah Pratiwi
{'average': 4.7, 'total': 0};Cumi Judes, Perum APH Seturan Baru;Cumi Judes
{'average': 4.8, 'total': 0};Rumah Makan Dan Sate Padang Uni Afdal, Kasihan;Rumah Makan Dan Sate Padang Uni Afdal
{'average': 4.7, 'total': 0};Bakso Dan Mie Ayam Favorite 1;Bakso Dan Mie Ayam Favorite 1, Wiranto
{'average': 4.5, 'total': 0};Warmindo Elephant, Stipram;Warmindo Elephant
{'average': 4.5, 'total': 0};Find Me, Kasihan;Find Me
{'average': 4.7, 'total': 0};Mie Gacoan, Babarsari;Mie Gacoan
{'average': 4.6, 'total': 0};Nasi Padang Salero Bundo, Babarsari, Babarsari;RM Salero Bundo, Babarsari
{'average': 4.6, 'total': 0};Esque, UMY;ESQUE
{'average': 4.6, 'total': 0};Kebabpan, Garuda;Kebabpan, Gunawan Wibisono
{'average': 4.8, 'total': 0};Geprek Dahsyat Bu Rahma, UMY;Geprek Dahsyat Bu Rahma
{'average': 4.8, 'total': 0};Truffle Belly, Concat;Truffle Belly
{'average': 4.6, 'total': 0};Ayam Laos & Serba Pepes, Rindang;Serba Pepes
{'average': 4.7, 'total': 0};Rocket Chicken, Imogiri Barat;Rocket Chicken General
{'average': 4.8, 'total': 0};Gala Express Chinese Food, Babarsari;Gala Express Babarsari - Yoshua Perwira Hartono
{'average': 4.6, 'total': 0};Mie Ayam Palembang Afui, Tambak Bayan;Mie Ayam Palembang Afui
{'average': 4.7, 'total': 0};Ayam Rempah Dan Ayam Geprek KOKORIKO;Ayam Rempah Dan Ayam Geprek KOKORIKO, Sumarsono
{'average': 4.6, 'total': 0};Ayam Goreng Geprek Rempah, Dan Ayam Bakar Pak Sumar;Ayam Goreng Geprek Rempah, Dan Ayam Bakar Pak Sumar, Riko Defriyanto
{'average': 4.6, 'total': 0};Bubur Ayam Jakarta D'Sari, Babarsari;Bubur Ayam Jakarta D'Sari
{'average': 4.7, 'total': 0};Ayam Goreng Mbah Kung, Sewon;Ayam Goreng Mbah Kung, Bangunharjo
{'average': 4.8, 'total': 0};Olive Fried Chicken, Jalan Rindang;Olive Fried Chicken
{'average': 4.6, 'total': 0};ESQUE BABARSARI;ESQUE
{'average': 4.8, 'total': 0};Ayam & Bebek Goreng Rempah Pak Roso, Babarsari;Bebek Goreng Rempah Pak Roso
{'average': 4.7, 'total': 0};Olive Fried Chicken, Jalan Imogiri Timur;Olive Fried Chicken
{'average': 4.8, 'total': 0};Olive Fried Chicken, Babarsari;Olive Fried Chicken
{'average': 4.3, 'total': 0};Ayam Mrothol Kabupaten, Jalan Kabupaten;Tahu Waik Dua Tiga, Raden Mas Pascha Adisurya Ambar Heryunanda
{'average': 4.8, 'total': 0};Rice Box - Nasi Goreng - Roti - Studio Kopi, Babarsari;Studio Kopi, Babarsari
{'average': 4.8, 'total': 0};Mugen X Studio Kopi, Babarsari;Mugen X Studio Kopi, Babarsari
{'average': 4.8, 'total': 0};Ayamku, Depok;Ayamku, Depok
{'average': 4.7, 'total': 0};Ayam Gepuk Pak Gembus, Babarsari;Ayam Gepuk Pak Gembus 1
{'average': 4.6, 'total': 0};Rocket Chicken, Bantulan Premium;Rocket Chicken General
{'average': 4.7, 'total': 0};Mixue Banguntapan, Jln Wonosari Km7 No.37 Wiyoro;Mixue Banguntapan, Jln Wonosari Km7 No.37 Wiyoro, Indarwati
{'average': 4.7, 'total': 0};Gotek Indonesia, Imogiri Timur;Go-tek (Gado-gado)
{'average': 4.7, 'total': 0};Lontong Sayur & Soto Padang Uda Apit, Depok;Lontong Sayur dan Soto Padang Uda Apit
{'average': 4.7, 'total': 0};RM. Padang UNI ITA, UMY;RM. Padang UNI ITA, UMY, Abel Balbo
{'average': 4.7, 'total': 0};Hola Jus (#1 Healthy Juice & Smoothies), Parangtritis;Hola Jus
{'average': 4.7, 'total': 0};KopiGo Coffee (#1 Healthy Kopi Buah), Bangunharjo;KopiGO Coffee
{'average': 4.6, 'total': 0};Salad MOI (#1 Healthy Salad Buah), ISI;Salad Moi
{'average': 4.7, 'total': 0};Tahu Walik Qita Sewon, Gg Sangkal 1 No 70;Tahu Walik Qita, Veri Susiana
{'average': 4.4, 'total': 0};Rumah Makan Padang Putra Piliang Khas Minang, Jl.Imogiri Timur KM.6,5;Rumah Makan Padang Putra Piliang, Imogiri, DR. NIFASRI M.NIR M.PD
{'average': 4.8, 'total': 0};Solaria, Transmart Maguwo Yogya;Solaria
{'average': 4.7, 'total': 0};Burjo Motekar 9, Ngebel;Burjo Motekar
{'average': 4.7, 'total': 0};Pizza Hut Delivery - PHD, Banguntapan Bantul;Pizza Hut Delivery - PHD
{'average': 4.7, 'total': 0};Mie gomu , Condong Catur;Mie gomu , Condong Catur, Moch. Abdur Rizaq
{'average': 4.8, 'total': 0};Bakso Malang Ambigue, Imogiri Barat;Bakso Malang Ambigue
{'average': 4.7, 'total': 0};Nasi Pecel Khas Madiun Mbak Yulita, Bibis;Nasi Pecel Khas Madiun Mbak Yulita
{'average': 4.8, 'total': 0};Ayam Kremes Krezz, Tirtonirmolo Bantul;Ayam Kremes Krezz, Purwomartani Kalasan, Vita Kurniawati
{'average': 4.7, 'total': 0};Hikmah Seblak & Batagor, Tamantirto,Kasihan;Hikmah Seblak & Batagor, Ngestiharjo, Wagiran
{'average': 4.7, 'total': 0};Pisang Kemul By Putra Ragil, Jl. Parangtritis;Pisang Kemul By Putra Ragil, Jl. Parangtritis, Yuda Pamungkas
{'average': 4.7, 'total': 0};Olive Fried Chicken, Ganjuran;Olive Fried Chicken
{'average': 4.7, 'total': 0};Rocket Chicken, Ganjuran;Rocket Chicken - Rosa Delima Evy Ongko
{'average': 4.6, 'total': 0};Baso Aci & Cuanki Hareudang, Kasihan;Pawon Wisang Geni, Sonopakis
{'average': 4.7, 'total': 0};Rocket Chicken, Patalan;Rocket Chicken General
{'average': 4.8, 'total': 0};Penyetan YS, Tamantirto;Penyetan YS
{'average': 4.6, 'total': 0};Ayam Penyet Pecel Lele Mas W Lamongan, Rajawali;AYAM PENYET Pecel Lele Lamongan Mas W, Sukono Wahyu Utomo
{'average': 4.9, 'total': 0};Gubug Makan Mallindo Online, Gamping;Gubug Makan Mallindo Online
{'average': 4.7, 'total': 0};Tenno Curry, Tamanan;Jaya Dimsum, Tamanan., Shuhaib Abdul Karim
{'average': 4.7, 'total': 0};Rocket Chicken, Imogiri Timur;Rocket Chicken General
{'average': 4.7, 'total': 0};Olive Fried Chicken, Barongan;Olive Fried Chicken
{'average': 4.8, 'total': 0};Dapur Surya Jln Imogiri Timur Km 13 Sebelah Surya Mart;Dapur Surya Jln Imogiri Timur Km 13 Sebelah Surya Mart, LILIS SURYANI
{'average': 4.8, 'total': 0};Olive Fried Chicken, Jejeran;Olive Fried Chicken
{'average': 4.6, 'total': 0};Esque, Krapyak;ESQUE
{'average': 4.8, 'total': 0};Ayam Penyet Surabaya, Parangtritis;Ayam Penyet Surabaya General
{'average': 4.7, 'total': 0};RM Padang Sendowo, Pleret;RM Padang Sendowo, Jejeran
{'average': 4.6, 'total': 0};Rumah Makan Padang Sendowo Botokenceng, Imogiri Timur;RM Padang Sendowo, Jejeran
{'average': 4.7, 'total': 0};Rocket Chicken, Wirokerten;Rocket Chicken General
{'average': 4.7, 'total': 0};Ketoprak Jakarta Bang Jole, Imogiri Barat;Ketoprak Jakarta Bang Jole, Imogiri Barat
{'average': 4.6, 'total': 0};Ayam Bakar & Ikan Bakar 99, Sewon;AYAM BAKAR & IKAN BAKAR 99, Taufiq Heriyanto
{'average': 4.7, 'total': 0};Seafood 99, Imogiri Barat;Seafood 99 - Supriyono
{'average': 4.7, 'total': 0};Chicken Crush, Imogiri Timur;Chicken Crush Yogyakarta
{'average': 4.8, 'total': 0};Nasi Goreng dan Chinese Food Abah, Prawirotaman;Nasi Goreng dan Chinese Food Abah
{'average': 4.7, 'total': 0};Martabak Pecenongan 78, Jl. Parangtritis;Martabak Pecenongan 78
{'average': 4.8, 'total': 0};Ayam Dower, Taman Sedayu;Ayam Dower Taman Sedayu
{'average': 4.7, 'total': 0};MIXUE, Pleret;Bananamu, Celine Rose Rachmady
{'average': 4.7, 'total': 0};Rotbar King, Roti Bakar & Kukus, Tamsis;Roti Bakar Rotbar King
{'average': 4.7, 'total': 0};Mixue, Taman Siswa;Mixue Maranatha Surya Sumantri
{'average': 4.7, 'total': 0};RM Padang Ronah, Monumen Perjuangan;RM Padang Ronah, Defry Rian Saputra
{'average': 4.7, 'total': 0};Martabak 100 Rasa, Giwangan;Martabak 100 Rasa
{'average': 4.7, 'total': 0};Mie Ayam & Bakso Idolaku Pak Tikno, Tamansiswa;Mie Ayam & Bakso Idolaku Pak Tikno
{'average': 4.5, 'total': 0};Martabak Slawi Ayu, Menteri Supeno;Martabak Slawi Ayu Menteri Supeno
{'average': 4.7, 'total': 0};Nasi Goreng 5758 (MajuMapan);Nasi Goreng Podo Moro, Rahayu Sulistyorini
{'average': 4.7, 'total': 0};Penyetan Cowek Simbah Pedes, Wates KM 10;Coweke Simbah Geprek Dan Penyetan, Nur Hidayanto
{'average': 4.8, 'total': 0};Bakmi Surabaya Podo Moro, Sedayu;Bakmi Surabaya Podo Moro
{'average': 4.8, 'total': 0};Olive Fried Chicken, Pleret;Olive Fried Chicken
{'average': 4.7, 'total': 0};Olive Fried Chicken, Srandakan;Olive Fried Chicken
{'average': 4.8, 'total': 0};Rocket Chcken, Pedes Sedayu;Rocket Chicken General
{'average': 4.6, 'total': 0};Rocket Chicken Pleret, Pleret Trayeman;Rocket Chicken Gedongan
{'average': 4.8, 'total': 0};Ayam Geprek & Ayam Bakar Kang Bawor, Wates;Ayam Geprek dan Ayam Bakar Kang Bawor
{'average': 4.6, 'total': 0};Seblak Bloom Sedayu, Pedes Godeaan;Susu Dedek (sudek), Lindang
{'average': 4.8, 'total': 0};Susudedek_Sudek, Sedayu;Susudedek_Sudek
{'average': 4.7, 'total': 0};Kwetiau Goreng Dan Nasi Goreng Seafood Makjoss, Batikan;Bakso Bakar Premium & Minuman Pait Legit, Batikan
{'average': 4.6, 'total': 0};Nasi Padang RM Sedayu Minang, Argomulyo Sedayu;Rm Sedayu Minang
{'average': 4.7, 'total': 0};Jus Sempol Ayam dan Pempek Sunami, Bambanglipuro;Jus Dan Sempol Ayam Sunami
{'average': 4.7, 'total': 0};Rocket Chicken, Pandeyan;Rocket Chicken General
{'average': 4.7, 'total': 0};Teko Tenang Kopi;Teko Tenang Kopi, Yohanes Heru Irawan
{'average': 4.7, 'total': 0};Pisang Kemul By Putra Ragil, Kotagede;Pisang Kemul Kremezzz By Putra Ragil Prenggan
{'average': 4.7, 'total': 0};Rocket Chicken, Pleret;Rocket Chicken General
{'average': 4.6, 'total': 0};Sate Ayam Asli Madura Cak Ali;Sate Ayam Asli Madura Cak Ali, Muhammad Holi
{'average': 4.8, 'total': 0};Roti Bakar Cita Rasa, Masjid Darul Umah;Roti Bakar Cita Rasa Singosaren 3
{'average': 4.8, 'total': 0};Mie Ayam Bakso Pake Alya, Jalan Pleret;Mie Ayam Bakso Pake Alya
{'average': 4.7, 'total': 0};Ombein, Pleret;Ombein Soropadan
{'average': 4.7, 'total': 0};Bakso Raja Tulang, Jl.Pleret,Manggisan,Baturetno;Bakso Raja Tulang, Jl.Pleret,Manggisan,Baturetno, Tri Wijayanto
{'average': 4.8, 'total': 0};Ayam Penyet A24, Potorono;Ayam Penyet A24
{'average': 4.6, 'total': 0};Kedai Mie Nyinyir, Baturetno;Kedai Mie Nyinyir
{'average': 4.7, 'total': 0};Padang Jawa Jfc, Banguntapan;Padang Jawa Jfc, Banguntapan, Eko Yulianto
{'average': 4.8, 'total': 0};Olive Fried Chicken, Balong Pleret;Olive Fried Chicken
{'average': 4.8, 'total': 0};Geprek Dahsyat Bu Rahma, Srandakan;Geprek Dasyat Bu Rahma
{'average': 4.6, 'total': 0};Rocket Chicken, Jalan Samas Celep;Rocket Chicken General
{'average': 4.6, 'total': 0};Nasi Liwet Solo Bu Wongso Lemu, Gembiraloka;Nasi Liwet Mbah Wongso
{'average': 4.8, 'total': 0};Rocket Chicken Mantup;Rocket Chicken General
{'average': 4.7, 'total': 0};Sop Ayam Pak Min Klaten Jl Wonosari Km 7,5 Banguntapan Bantul;Sop Ayam Pak Min Klaten, Jatiraya
{'average': 4.6, 'total': 0};Rocket Chicken, Sanden;Rocket Chicken General
{'average': 4.5, 'total': 0};ESQUE GODEAN 2;ESQUE
{'average': 4.7, 'total': 0};I Food Drink, Sentolo;I Food Drink
{'average': 4.7, 'total': 0};Rocket Chicken, Sentolo Kulon Progo;Rocket Chicken General
{'average': 4.7, 'total': 0};Lesehan Marni (Spesial Kremes);Lesehan Marni (Spesial Kremes), DWI SARNIATI
{'average': 4.1, 'total': 0};Win S Roti dan Cake, Piyungan;Win S Roti dan Cake
{'average': 4.7, 'total': 0};Lumerin - Pisang, Sanden;Ayam Kongde (Sambelan Surabaya) Sanden
{'average': 4.7, 'total': 0};Yummy Yaki (Burger, Kebab, Nasi Ayam, Juice), Sanden;Yummy Yaki
{'average': 4.6, 'total': 0};Burger Bangor Express, Piyungan;Burger Bangor General
{'average': 4.7, 'total': 0};Rocket chicken ;Rocket chicken , Oktavia Ika Pratiwi
{'average': 4.8, 'total': 0};Lesehan Camiles Spesial Ikan Patin Bakar, Berbah;Lesehan Camiles Spesial Ikan Patin Bakar, Berbah
{'average': 4.7, 'total': 0};Rumah Makan Murah Meriah Masakan Padang, Jalan Wonosari;Murah Meriah, Palagan
{'average': 4.6, 'total': 0};Ayam Goreng Massiva, Pandega;Ayam Goreng Massiva, Pandega, Wahyu Adi Nugroho
{'average': 4.8, 'total': 0};YOSHINOYA BEEF BOWL, Transmart Maguwoharjo;YOSHINOYA
{'average': 4, 'total': 0};Kedai Ayam Geprek Nasywa Food, Maguwoharjo;Dapur Mercon, Tita Agustina
{'average': 4.7, 'total': 0};Bakso Pak Jenggot, Brosot;Warung Makan Pak Jenggot, Galur
{'average': 4.7, 'total': 0};Rocket Chicken, Brosot;Rocket Chicken General
{'average': 4.8, 'total': 0};Warung Makan 3R, Galur;Warung Makan 3R, Kasiyem
{'average': 4.7, 'total': 0};Olive Fried Chicken, Brosot;Olive Fried Chicken
